name,ambiguity,distID,ideology,totalIssuePages,democrat,mismatch,incumbent,demHeterogeneity,attHeterogeneity,distLean
"COX, DAVID",0.4414,1206,-0.0673,5,1,0.36832384,0,0.523100695,1.336553867,0.155787392
"DESANTIS, RONALD D",0.2573,1206,NA,0,0,NA,1,0.523100695,1.336553867,0.155787392
"NEUMAN, WESLEY RYAN",0.7437,1207,-0.4073,70,1,0.510523386,0,0.517153654,1.348924224,-0.024321644
"MICA, JOHN L. MR.",0.736,1207,0.5718,12,0,0.468576614,1,0.517153654,1.348924224,-0.024321644
"ROTHBLATT, GABRIEL",0.4602,1208,0.1019,9,1,0.347687863,0,0.519209705,1.35130956,0.291063739
"POSEY, BILL",0.769,1208,0.5593,11,0,0.109712137,1,0.519209705,1.35130956,0.291063739
"GRAYSON, ALAN MARK",1.1254,1209,-1.4455,9,1,1.583188102,1,0.571578952,1.35477068,0.007060523
"PLATT, CAROL",0.2866,1209,NA,0,0,NA,0,0.571578952,1.35477068,0.007060523
"REESE, BRIAN CORWIN",0.882,1301,-1.0412,7,1,1.424678647,0,0.592473768,1.203868469,0.23086738
"CARTER, EARL LEROY",0.8427,1301,0.9709,15,0,0.587421353,0,0.592473768,1.203868469,0.23086738
"DIOUS, IVORY KENNETH",0.6566,1310,-0.0367,11,1,0.483325071,0,0.580690101,1.324237996,0.288365941
"HICE, JODY",0.5852,1310,1.3685,12,0,0.921874929,0,0.580690101,1.324237996,0.288365941
NA,NA,1311,NA,NA,1,NA,0,0.539426418,1.271403587,0.310765801
"LOUDERMILK, BARRY",0.7068,1311,1.2861,8,0,0.814874817,0,0.539426418,1.271403587,0.310765801
"BARROW, JOHN J.",0.5321,1312,0.5197,4,1,0.137734729,1,0.612162688,1.234672206,0.229489361
"ALLEN, RICHARD W",0.3424,1312,2.0351,11,0,1.653134729,0,0.612162688,1.234672206,0.229489361
"SCOTT, DAVID ALBERT",NA,1313,NA,NA,1,NA,1,0.605009897,1.270853486,-0.085401838
NA,NA,1313,NA,NA,0,NA,0,0.605009897,1.270853486,-0.085401838
NA,NA,1314,NA,NA,1,NA,0,0.531897985,NA,0.479237612
"GRAVES, JOHN THOMAS MR. JR.",0.3439,1314,2.8427,1,0,2.186454667,1,0.531897985,NA,0.479237612
"BISHOP, SANFORD D JR",0.8498,1302,-1.0293,10,1,1.343806626,1,0.626804268,1.21510612,0.168064267
"DUKE, GREGORY PAUL",0.0204,1302,0.7227,0,0,0.408193374,0,0.626804268,1.21510612,0.168064267
NA,NA,1303,NA,NA,1,NA,0,0.566192731,1.295124682,0.356355588
"WESTMORELAND, LYNN A.",0.5364,1303,1.2892,9,0,0.76790692,1,0.566192731,1.295124682,0.356355588
"JOHNSON, HENRY C 'HANK'",0.947,1304,-0.4277,10,1,0.25860216,1,0.607164621,1.320035241,-0.272286258
NA,1.2414,1304,1.3063,NA,0,1.47539784,0,0.607164621,1.320035241,-0.272286258
"LEWIS, JOHN R.",0.6517,1305,-0.9735,6,1,0.474391471,1,0.614245804,1.227234693,-0.572780548
NA,NA,1305,NA,NA,0,NA,0,0.614245804,1.227234693,-0.572780548
"MONTIGEL, ROBERT G",0.5519,1306,-0.0627,6,1,0.221229446,0,0.515238799,1.410228099,0.026037801
"PRICE, THOMAS EDMUNDS",0.6203,1306,1.341,5,0,1.182470554,1,0.515238799,1.410228099,0.026037801
"WIGHT, THOMAS DEE",0.6012,1307,-0.1634,0,1,0.57410099,0,0.591321735,1.330452511,0.255654936
"WOODALL, ROB REP.",0.5409,1307,0.9811,9,0,0.57039901,1,0.591321735,1.330452511,0.255654936
NA,NA,1308,NA,NA,1,NA,0,0.600046659,1.247532827,0.339968113
"SCOTT, JAMES AUSTIN",1.1112,1308,0.9647,0,0,0.461404074,1,0.600046659,1.247532827,0.339968113
"VOGEL, DAVID DONALD",0.3787,1309,-0.4258,0,1,1.314797443,0,0.529907997,1.23678077,0.691172202
"COLLINS, DOUGLAS ALLEN",0.7624,1309,1.5799,10,0,0.690902557,1,0.529907997,1.23678077,0.691172202
"TAKAI, KYLE MARK",0.5685,1501,-0.1857,11,1,0.059635878,0,0.596062052,1.366480024,-0.233101508
"DJOU, CHARLES K",0.6159,1501,0.7351,10,0,0.861164122,0,0.596062052,1.366480024,-0.233101508
"GABBARD, TULSI",0.2415,1502,0.2729,11,1,0.308656952,1,0.632809479,1.540843926,-0.150871478
"Crowley, Kawika",0.3547,1502,0.1768,1,0,0.212556952,0,0.632809479,1.540843926,-0.150871478
"MURPHY, PATRICK JOSEPH",1.2198,1901,-0.7588,10,1,0.969169882,0,0.474988416,1.30910713,0.073241591
"BLUM, RODNEY LELAND",0.5763,1901,0.9126,16,0,0.702230118,0,0.474988416,1.30910713,0.073241591
"LOEBSACK, DAVID WAYNE",0.5964,1902,0.0048,9,1,0.037640089,1,0.494333875,1.338527968,-0.079668438
"MILLER-MEEKS, MARIANNETTE JANE",0.5111,1902,0.593,8,0,0.550559911,0,0.494333875,1.338527968,-0.079668438
"APPEL, STACI",0.5103,1903,-0.4338,6,1,0.837253543,0,0.483290494,1.369682866,0.249055706
"YOUNG, DAVID",0.467,1903,0.6776,7,0,0.274146457,0,0.483290494,1.369682866,0.249055706
"MOWRER, JIM",0.1406,1904,NA,0,1,NA,0,0.478051738,1.350473746,0.290197323
"KING, STEVE MR.",0.7377,1904,1.265,6,0,0.816363657,1,0.478051738,1.350473746,0.290197323
"RINGO, SHIRLEY G",0.6908,1601,-0.0167,5,1,0.73352411,0,0.486698635,1.300263591,0.534398179
"LABRADOR, RAUL R. REP.",1.3868,1601,0.9828,7,0,0.26597589,1,0.486698635,1.300263591,0.534398179
"STALLINGS, RICHARD",0.4634,1602,0.2016,3,1,0.224963395,0,0.503104895,1.285652133,0.270098596
"SIMPSON, MICHAEL",0.8417,1602,1.1205,9,0,0.693936605,1,0.503104895,1.285652133,0.270098596
"RUSH, BOBBY LEE",NA,1701,NA,NA,1,NA,1,0.607927652,1.205505922,-0.445100767
"Tillman, Jimmy Lee",0.6069,1701,-0.8906,1,0,0.531712746,0,0.607927652,1.205505922,-0.445100767
"SCHNEIDER, BRADLEY SCOTT",0.7372,1710,-0.4558,12,1,0.401358536,1,0.534130315,1.314020373,-0.167884833
"DOLD, ROBERT JAMES JR",0.5054,1710,0.674,26,0,0.728441464,0,0.534130315,1.314020373,-0.167884833
"FOSTER, G. WILLIAM (BILL)",0.5299,1711,-0.5566,8,1,0.595938603,1,0.570380876,1.28175974,-0.082492525
"SENGER, DARLENE",0.3996,1711,1.5863,4,0,1.546961397,0,0.570380876,1.28175974,-0.082492525
"ENYART, WILLIAM L. JR.",0.2986,1712,0.2467,0,1,0.110827963,1,0.552002644,1.248877529,0.207237744
"BOST, MICHAEL J",0.3391,1712,0.9047,8,0,0.547172037,0,0.552002644,1.248877529,0.207237744
"CALLIS, ANN",0.5705,1713,-0.7211,15,1,1.006690985,0,0.53742224,1.358996194,0.141734863
"DAVIS, RODNEY L",0.4912,1713,0.8091,6,0,0.523509015,1,0.53742224,1.358996194,0.141734863
"ANDERSON, DENNIS",0.8403,1714,-0.74,12,1,0.917333958,0,0.469004595,1.312782262,0.043160424
"HULTGREN, RANDY",0.6235,1714,0.7933,10,0,0.615966042,1,0.469004595,1.312782262,0.043160424
"THORSLAND, ERIC LEE",0.5439,1715,-0.7507,11,1,1.168869513,0,0.486132842,1.290858949,0.262455469
"SHIMKUS, JOHN M",0.7083,1715,0.3749,13,0,0.043269513,1,0.486132842,1.290858949,0.262455469
"OLSEN, RANDALL WAYNE",0.5726,1716,-0.0542,8,1,0.40823419,0,0.48100736,1.292088871,0.204056457
"KINZINGER, ADAM",0.5463,1716,1.4878,8,0,1.13376581,1,0.48100736,1.292088871,0.204056457
"BUSTOS, CHERI",0.4903,1717,0.1531,4,1,0.056789157,1,0.53866138,1.290261261,0.072803862
"SCHILLING, ROBERT T.",0.7668,1717,0.5905,7,0,0.380610843,0,0.53866138,1.290261261,0.072803862
"MILLER, DARREL ERVIN",0.6908,1718,-0.2648,13,1,0.616313878,0,0.470760934,1.276276756,0.201761563
"SCHOCK, AARON JON MR.",0.1737,1718,NA,0,0,NA,1,0.470760934,1.276276756,0.201761563
"KELLY, ROBIN L.",0.6852,1702,-0.4366,8,1,0.143389399,1,0.61001516,1.096617934,-0.385298282
"WALLACE, ERIC M.",0.3316,1702,0.4286,9,0,0.721810601,0,0.61001516,1.096617934,-0.385298282
"LIPINSKI, DANIEL WILLIAM WILLIAM",1.1874,1703,-0.8769,10,1,0.978935212,1,0.541824416,1.224015781,-0.025403547
"BRANNIGAN, SHARON M",0.5854,1703,0.3313,1,0,0.229264788,0,0.541824416,1.224015781,-0.025403547
"GUTIERREZ, LUIS V",NA,1704,NA,NA,1,NA,1,0.622369654,1.234724381,-0.494229738
"CONCEPCION, HECTOR L",0.0261,1704,NA,0,0,NA,0,0.622369654,1.234724381,-0.494229738
"QUIGLEY, MIKE",0.9744,1705,-0.9736,11,1,0.495001858,1,0.505249761,1.198997962,-0.554104625
"KOLBER, VINCENT A",0.6824,1705,-0.324,1,0,0.154598142,0,0.505249761,1.198997962,-0.554104625
"Mason, Michael",0.5553,1706,-0.5394,7,1,0.61839337,0,0.456251008,1.335172259,-0.046384509
"ROSKAM, PETER",0.6258,1706,0.4951,4,0,0.41610663,1,0.456251008,1.335172259,-0.046384509
"DAVIS, DANNY K. MR.",NA,1707,NA,NA,1,NA,1,0.630655482,1.167558185,-0.699602611
"Bumpers, Robert",NA,1707,NA,NA,0,NA,0,0.630655482,1.167558185,-0.699602611
"DUCKWORTH, L. TAMMY",0.4115,1708,NA,0,1,NA,1,0.560662131,1.327860564,-0.232557276
"KAIFESH, LAWRENCE JOSEPH",0.2915,1708,1.5613,1,0,1.686766432,0,0.560662131,1.327860564,-0.232557276
"SCHAKOWSKY, JANICE D",0.4883,1709,NA,0,1,NA,1,0.533971176,1.236828853,-0.64352179
"Atanus, Susanne",NA,1709,NA,NA,0,NA,0,0.533971176,1.236828853,-0.64352179
"VISCLOSKY, PETER J.",0.6843,1801,-0.625,7,1,0.71853303,1,0.572061518,1.199691299,-0.033145287
"LEYVA, MARK J",0.512,1801,0.7394,5,0,0.64586697,0,0.572061518,1.199691299,-0.033145287
"BOCK, JOSEPH",0.5039,1802,-0.12,9,1,0.511549577,0,0.518638567,1.274618683,0.23821644
"WALORSKI SWIHART, JACKIE",0.3008,1802,1.2329,4,0,0.841350423,1,0.518638567,1.274618683,0.23821644
"KUHNLE, JUSTIN JAMES",0.4947,1803,0.2621,9,1,0.176522116,0,0.505718679,1.28775372,0.281078776
"STUTZMAN, MARLIN A",0.5734,1803,1.127,9,0,0.688377884,1,0.505718679,1.28775372,0.281078776
"DALE, JOHN",0.6805,1804,-0.3129,6,1,0.75973584,0,0.486942662,1.282440835,0.288557859
"ROKITA, THEODORE EDWARD",0.8243,1804,NA,0,0,NA,1,0.486942662,1.282440835,0.288557859
"DENNEY, SHAWN ALLEN",0.4128,1805,-0.703,5,1,1.112591423,0,0.487840285,1.311458006,0.25464461
"BROOKS, SUSAN MRS.",0.5871,1805,1.301,8,0,0.891408577,1,0.487840285,1.311458006,0.25464461
"HEITZMAN, SUSAN HALL",0.4252,1806,-0.6733,4,1,1.132304801,0,0.480521672,1.256394484,0.299638419
"MESSER, ALLEN LUCAS",0.7568,1806,1.0174,7,0,0.558395199,1,0.480521672,1.256394484,0.299638419
"CARSON, ANDRE",0.6078,1807,NA,0,1,NA,1,0.617050574,1.242614762,-0.044780201
"PING, CATHERINE LOUISE ""CAT""",0.384,1807,0.8686,13,0,0.787844737,0,0.617050574,1.242614762,-0.044780201
"SPANGLER, TOM",0.7559,1808,0.5327,10,1,0.024816646,0,0.484817791,1.224525386,0.344145238
"BUCSHON, LARRY D.",0.1227,1808,NA,0,0,NA,1,0.484817791,1.224525386,0.344145238
"BAILEY, BILL",0.4562,1809,-0.1202,11,1,0.414658831,0,0.487665558,1.259567792,0.149809562
"YOUNG, TODD CHRISTOPHER",0.7465,1809,0.8608,8,0,0.566341169,1,0.487665558,1.259567792,0.149809562
"SHEROW, JAMES EARL",0.5641,2001,0.4149,11,1,0.032803791,0,0.506870279,1.237374124,0.229608588
"HUELSKAMP, TIMOTHY A REPRESENTA",0.8575,2001,1.4149,8,0,1.032803791,1,0.506870279,1.237374124,0.229608588
"WAKEFIELD, MARGIE",0.46,2002,-0.2256,6,1,0.502312971,0,0.511636469,1.259791593,0.133650905
"JENKINS, LYNN",0.4918,2002,1.6272,15,0,1.350487029,1,0.511636469,1.259791593,0.133650905
"KULTALA, KELLY D",0.7306,2003,-0.7339,4,1,0.912744682,0,0.503382709,1.349372072,0.044536028
"YODER, KEVIN",0.7892,2003,0.5592,6,0,0.380355318,1,0.503382709,1.349372072,0.044536028
"SCHUCKMAN, PERRY L",0.2435,2004,0.776,0,1,0.505578282,0,0.528206326,1.284379855,0.127922346
"POMPEO, MICHAEL R",0.7016,2004,1.9448,7,0,1.674378282,1,0.528206326,1.284379855,0.127922346
"Hatchett, Charles",0.1549,2101,-0.5494,5,1,1.105576013,0,0.515572723,1.162327288,0.388118566
"WHITFIELD, EDWARD",0.638,2101,0.5909,8,0,0.034723987,1,0.515572723,1.162327288,0.388118566
"LEACH, RONALD ALLEN",0.451,2102,-0.2416,6,1,0.731416623,0,0.506327603,1.20791566,0.327694409
"GUTHRIE, STEVEN BRETT",0.7267,2102,1.1375,15,0,0.647683377,1,0.506327603,1.20791566,0.327694409
"YARMUTH, JOHN A",0.8493,2103,-1.4445,6,1,1.576349657,1,0.566042188,1.30513427,0.001744272
"MCFARLANE, MICHAEL",0.5111,2103,0.8546,11,0,0.722750343,0,0.566042188,1.30513427,0.001744272
"Newberry, Peter",NA,2104,NA,0,1,NA,0,0.483604434,1.311077841,0.387952974
"MASSIE, THOMAS H.",0.6324,2104,1.2375,14,0,0.681505844,1,0.483604434,1.311077841,0.387952974
"STEPP, KENNETH STEPHENSON",0.1318,2105,NA,0,1,NA,0,0.505909189,1.111049326,0.326767185
"ROGERS, HAROLD D",NA,2105,NA,NA,0,NA,1,0.505909189,1.111049326,0.326767185
"JENSEN, ELISABETH",0.7279,2106,-0.6405,10,1,0.887266768,0,0.534271271,1.275226155,0.106383112
"BARR, GARLAND ANDY",0.6514,2106,1.5326,10,0,1.285833232,1,0.534271271,1.275226155,0.106383112
"Dugas, Lee",0.3863,2201,-0.5487,3,1,1.215737659,0,0.53268999,1.315400804,0.489064665
"SCALISE, STEVE MR.",0.4226,2201,NA,0,0,NA,1,0.53268999,1.315400804,0.489064665
"RICHMOND, CEDRIC L",0.5499,2202,-0.5112,4,1,0.495873806,1,0.618061719,1.213615326,-0.132268062
NA,NA,2202,NA,NA,0,NA,0,0.618061719,1.213615326,-0.132268062
NA,NA,2203,NA,NA,1,NA,0,0.574007645,1.235395288,0.447312724
"BOUSTANY, CHARLES W. DR. JR.",0.5686,2203,1.5675,9,0,0.946315414,1,0.574007645,1.235395288,0.447312724
NA,NA,2204,NA,NA,1,NA,0,0.596435495,1.268572232,0.442256886
"FLEMING, JOHN C MR. JR.",0.3972,2204,1.5065,8,0,0.890867868,1,0.596435495,1.268572232,0.442256886
"MAYO, JAMIE",0.047,2205,0.2568,1,1,0.467839224,0,0.602322456,1.18974843,0.541514303
"MCALLISTER, VANCE MICHAEL",NA,2205,NA,7,0,NA,1,0.602322456,1.18974843,0.541514303
"EDWARDS, EDWIN WASHINGTON",0.4487,2206,0.1247,8,1,0.496284213,0,0.554895849,1.285549423,0.447130273
"GRAVES, GARRET",0.4935,2206,0.9873,10,0,0.366315787,0,0.554895849,1.285549423,0.447130273
"NEAL, RICHARD E MR.",0.5861,2501,1.0253,1,1,1.150654321,1,0.530034325,1.250594739,-0.232455192
NA,NA,2501,NA,NA,0,NA,0,0.530034325,1.250594739,-0.232455192
"MCGOVERN, JIM",0.6633,2502,-0.9231,0,1,0.764820462,1,0.501222439,1.210757425,-0.262435553
NA,NA,2502,NA,NA,0,NA,0,0.501222439,1.210757425,-0.262435553
"TSONGAS, NICOLA S",0.5492,2503,-1.277,11,1,1.097744389,1,0.536085574,1.210331014,-0.281535511
"WOFFORD, ROSEANN EHRHARD",0.2295,2503,0.5811,4,0,0.760355611,0,0.536085574,1.210331014,-0.281535511
"KENNEDY, JOSEPH P III",0.3655,2504,NA,0,1,NA,1,0.453216838,1.272950068,-0.298265793
NA,NA,2504,NA,NA,0,NA,0,0.453216838,1.272950068,-0.298265793
"CLARK, KATHERINE",0.6725,2505,-2.064,0,1,1.526397565,1,0.486095945,1.315166157,-0.60783153
NA,NA,2505,NA,NA,0,NA,0,0.486095945,1.315166157,-0.60783153
"MOULTON, SETH",0.5725,2506,-0.1765,24,1,0.071357433,0,0.469631175,1.342550645,-0.214051192
"TISEI, RICHARD R.",0.494,2506,0.6074,5,0,0.712542567,0,0.469631175,1.342550645,-0.214051192
"CAPUANO, MICHAEL E",0.8811,2507,-1.6072,12,1,0.825993814,1,0.628952422,1.326019958,-0.829647182
NA,NA,2507,NA,NA,0,NA,0,0.628952422,1.326019958,-0.829647182
"LYNCH, STEPHEN F",0.3761,2508,0.3037,5,1,0.539781969,1,0.506069374,1.208994453,-0.333279277
NA,NA,2508,NA,NA,0,NA,0,0.506069374,1.208994453,-0.333279277
"KEATING, WILLIAM RICHARD",0.3382,2509,1.5386,0,1,1.483429841,1,0.481015287,1.238688868,-0.068076955
"CHAPMAN, JOHN C",0.3961,2509,0.8833,10,0,0.828129841,0,0.481015287,1.238688868,-0.068076955
"TILGHMAN, WILLIAM F",0.4904,2401,-0.2099,7,1,0.629820112,0,0.502029554,1.274007452,0.264049493
"HARRIS, ANDREW P",0.4752,2401,1.2256,10,0,0.805679888,1,0.502029554,1.274007452,0.264049493
"RUPPERSBERGER, C.A. DUTCH",0.9189,2402,-0.9161,9,1,0.910119025,1,0.576967214,1.248091881,-0.123758686
"BANACH, DAVID MICHAEL",0.6293,2402,0.1299,15,0,0.135880975,0,0.576967214,1.248091881,-0.123758686
"SARBANES, JOHN PETER SPYROS",0.4107,2403,-0.0949,5,1,0.233555531,1,0.541854718,1.277819509,-0.41739088
"LONG, CHARLES A",0.4169,2403,-0.2003,12,0,0.128155531,0,0.541854718,1.277819509,-0.41739088
"EDWARDS, DONNA FERN",0.7327,2404,-1.0221,8,1,0.641122794,1,0.578781059,1.138436736,-0.465214977
"HOYT, NANCY JONES",0.394,2404,0.6874,6,0,1.068377206,0,0.578781059,1.138436736,-0.465214977
"HOYER, STENY HAMILTON",0.9031,2405,-1.9394,7,1,1.809759246,1,0.554849171,1.265847727,-0.236358243
"CHAFFEE, CHRISTOPHER PARRY",0.3516,2405,1.0479,7,0,1.177540754,0,0.554849171,1.265847727,-0.236358243
"DELANEY, JOHN K",0.8223,2406,-0.4364,13,1,0.339124516,1,0.542290668,1.325854132,-0.206887747
"BONGINO, DANIEL",0.3908,2406,0.9933,6,0,1.090575484,0,0.542290668,1.325854132,-0.206887747
"CUMMINGS, ELIJAH E",0.4899,2407,-0.4226,8,1,0.063129977,1,0.593933671,1.192128139,-0.560598583
"Vaughn, Corrogan",0.7548,2407,0.1455,8,0,0.631229977,0,0.593933671,1.192128139,-0.560598583
"VAN HOLLEN, CHRISTOPHER",0.6786,2408,-0.2454,0,1,0.101268134,1,0.512183293,1.279266202,-0.433974534
"WALLACE, DAVID D II",0.7766,2408,-0.096,5,0,0.250668134,0,0.512183293,1.279266202,-0.433974534
"PINGREE, CHELLIE M",0.9345,2301,-1.1866,9,1,1.15885419,1,0.460123474,1.385559446,-0.143576858
"MISIUK, ISAAC JAMES",0.3327,2301,NA,0,0,NA,0,0.460123474,1.385559446,-0.143576858
"CAIN, EMILY ANN",0.7278,2302,-1.3664,10,1,1.613089215,0,0.475945124,1.24058233,0.106312496
"POLIQUIN, BRUCE L",0.5528,2302,0.4348,16,0,0.188110785,0,0.475945124,1.24058233,0.106312496
"CANNON, JERRY",0.5793,2601,-0.1943,12,1,0.504067409,0,0.487521684,1.246761384,0.163748929
"BENISHEK, DANIEL J. M.D.",0.5597,2601,0.7488,6,0,0.439032591,1,0.487521684,1.246761384,0.163748929
"HOLMES, JEFF",0.585,2610,-0.5874,1,1,0.92439517,0,0.47048013,1.23715397,0.188541419
"MILLER, CANDICE S.",0.5307,2610,0.5521,5,0,0.21510483,1,0.47048013,1.23715397,0.188541419
"MCKENZIE, BOBBY",NA,2611,NA,7,1,NA,0,0.47592347,1.313682877,0.140895301
"TROTT, DAVID A",0.4529,2611,1.4695,8,0,1.184831044,0,0.47592347,1.313682877,0.140895301
"DINGELL, DEBBIE",0.6375,2612,-0.712,8,1,0.527089202,0,0.545793243,1.298985581,-0.286684894
"BOWMAN, TERRENCE MICHAEL",0.3252,2612,0.59,4,0,0.774910798,0,0.545793243,1.298985581,-0.286684894
"CONYERS, JOHN JR.",1.0283,2613,-1.2938,5,1,1.056559495,1,0.633046408,1.107786983,-0.334334193
"Gorman, Jeff",0.0548,2613,1.01,1,0,1.247240505,0,0.633046408,1.107786983,-0.334334193
"LAWRENCE, BRENDA LULENAR",0.9099,2614,-1.9593,3,1,1.635200726,0,0.623293528,1.10439119,-0.41342425
"Barr, Christina",0.4737,2614,0.8272,9,0,1.151299274,0,0.623293528,1.10439119,-0.41342425
"VANDERSTELT, DEAN",0.569,2602,1.0427,7,1,0.763823423,0,0.51909293,1.263124498,0.135620996
"HUIZENGA, WILLIAM P THE HON.",0.4197,2602,-0.1359,5,0,0.414776577,1,0.51909293,1.263124498,0.135620996
"GOODRICH, ROBERT EMMETT",0.4824,2603,-1.6144,3,1,1.800415132,0,0.525958859,1.350215535,0.051065147
"AMASH, JUSTIN",0.7381,2603,NA,0,0,NA,1,0.525958859,1.350215535,0.051065147
"HOLMES, JEFF",0.4674,2604,-0.177,14,1,0.53940981,0,0.489006072,1.274029677,0.211682955
"MOOLENAAR, JOHN",0.4526,2604,0.9976,9,0,0.63519019,0,0.489006072,1.274029677,0.211682955
"KILDEE, DANIEL T.",0.5258,2605,-0.3797,7,1,0.554946448,1,0.560796277,1.231190228,0.041259622
"Hardwick, Allen",0.3541,2605,0.515,7,0,0.339753552,0,0.560796277,1.231190228,0.041259622
"CLEMENTS, PAUL COLIN",0.3957,2606,-0.1517,5,1,0.289677864,0,0.529797089,1.260572077,0.007324368
"UPTON, FREDERICK STEPHEN",0.6268,2606,0.7528,5,0,0.614822136,1,0.529797089,1.260572077,0.007324368
"BYRNES, PAM",0.6502,2607,-0.2624,9,1,0.688104939,0,0.485456583,1.286570883,0.269316921
"WALBERG, TIMOTHY L HON.",0.6704,2607,1.505,4,0,1.079295061,1,0.485456583,1.286570883,0.269316921
"SCHERTZING, ERIC ANTHONY",0.3144,2608,-1.336,6,1,1.470118224,0,0.497435036,1.378296282,0.003809937
"BISHOP, MIKE",0.4484,2608,0.7384,12,0,0.604281776,0,0.497435036,1.378296282,0.003809937
"LEVIN, SANDER M MR",0.7398,2609,-0.9297,4,1,1.089850201,1,0.525475569,1.362616337,0.027513595
"BRIKHO, GEORGE",0.4329,2609,1.1983,9,0,1.038149799,0,0.525475569,1.362616337,0.027513595
"WALZ, TIMOTHY J.",0.6631,2701,0.1933,8,1,0.038038278,1,0.478751567,1.287711224,0.092334558
"HAGEDORN, JAMES",0.6193,2701,0.6254,15,0,0.394061722,0,0.478751567,1.287711224,0.092334558
"OBERMUELLER, MICHAEL E.",0.4942,2702,-0.2629,10,1,0.462152993,0,0.475897617,1.397614936,0.063119004
"KLINE, JOHN PAUL JR",0.9375,2702,0.7669,5,0,0.567647007,1,0.475897617,1.397614936,0.063119004
"SUND, SHARON",0.2931,2703,-0.4185,1,1,0.552632657,0,0.477040127,1.373072582,0.003823079
"PAULSEN, ERIK",0.4699,2703,1.3194,6,0,1.185267343,1,0.477040127,1.373072582,0.003823079
"MCCOLLUM, BETTY",0.5444,2704,NA,0,1,NA,1,0.547463721,1.364930916,-0.437210081
"WALHGREN, SHARNA",0.2256,2704,2.6267,3,0,2.976921496,0,0.547463721,1.364930916,-0.437210081
"ELLISON, KEITH MAURICE",NA,2705,NA,13,1,NA,1,0.5731338,1.312590202,-0.850972248
"DAGGETT, DOUGLAS JAMES",0.3365,2705,0.2148,7,0,1.019425931,0,0.5731338,1.312590202,-0.850972248
