"","year","id","county","trauma","totalvisits","admit","emslevel","stations","divert","diverthours","admitrate","logdivert","year2013","admit1","totalvisits1","ems_basic","trauma_L0"
"1",2013,106014233,"Alameda","0",43286,6186,"Basic",22,"Yes",268,0.142909947789123,5.59098698051086,0,6.186,43.286,1,1
"2",2013,106190758,"Los Angeles","0",61915,8648,"Basic",38,"Yes",22,0.139675361382541,3.09104245335832,0,8.648,61.915,1,1
"3",2013,106300032,"Orange","0",54217,5670,"Basic",31,"Yes",11,0.104579744360625,2.39789527279837,0,5.67,54.217,1,1
"4",2013,106301205,"Orange","0",69558,10596,"Basic",56,"Yes",40,0.15233330458035,3.68887945411394,0,10.596,69.558,1,1
"5",2013,106301262,"Orange","LEVEL II",42994,9796,"Basic",33,"Yes",392,0.227845745918035,5.97126183979046,0,9.796,42.994,1,0
"6",2013,106304113,"Orange","0",14529,921,"Basic",46,"Yes",385,0.0633904604583936,5.95324333428778,0,0.921,14.529,1,1
"7",2013,106380964,"San Francisco","0",24783,2068,"Basic",10,"Yes",874,0.0834442964935641,6.77308037565554,0,2.068,24.783,1,1
"8",2014,106014233,"Alameda","LEVEL II",44068,4820,"Basic",22,"Yes",204,0.109376418262685,5.31811999384422,1,4.82,44.068,1,0
"9",2014,106190758,"Los Angeles","0",50818,7370,"Basic",38,"Yes",91,0.145027352512889,4.51085950651685,1,7.37,50.818,1,1
"10",2014,106301262,"Orange","LEVEL II",43440,10337,"Basic",33,"Yes",683,0.237960405156538,6.52649485957079,1,10.337,43.44,1,0
"11",2014,106304113,"Orange","0",13632,1088,"Basic",33,"Yes",673,0.07981220657277,6.51174532964473,1,1.088,13.632,1,1
"12",2014,106380964,"San Francisco","0",25213,2015,"Basic",10,"Yes",1157,0.0799190893586642,7.05358572719368,1,2.015,25.213,1,1
"13",2015,106190758,"Los Angeles","0",65959,12272,"Basic",28,"Yes",287,0.186054973544171,5.65948221575962,2,12.272,65.959,1,1
"14",2015,106301262,"Orange","LEVEL II",42174,9528,"Basic",33,"Yes",554,0.225921183667663,6.31716468674728,2,9.528,42.174,1,0
"15",2015,106304113,"Orange","0",13090,1089,"Basic",45,"Yes",602,0.0831932773109244,6.40025744530882,2,1.089,13.09,1,1
"16",2015,106380964,"San Francisco","0",26030,2222,"Basic",12,"Yes",1433,0.0853630426431041,7.26752542782817,2,2.222,26.03,1,1
"17",2014,106190587,"Los Angeles","0",14513,4876,"Basic",7,"Yes",217,0.335974643423138,5.37989735354046,1,4.876,14.513,1,1
"18",2013,106190522,"Los Angeles","0",29945,2800,"Basic",15,"Yes",643,0.0935047587243279,6.46614472423762,0,2.8,29.945,1,1
"19",2014,106014050,"Alameda","0",30755,5608,"Basic",18,"Yes",9,0.182344334254593,2.19722457733622,1,5.608,30.755,1,1
"20",2013,106301340,"Orange","0",80655,10921,"Basic",53,"Yes",17,0.135403880726551,2.83321334405622,0,10.921,80.655,1,1
"21",2013,106380933,"San Francisco","0",14395,1636,"Basic",11,"Yes",356,0.113650573115665,5.87493073085203,0,1.636,14.395,1,1
"22",2013,106190017,"Los Angeles","0",17395,3254,"Basic",8,"Yes",226,0.187065248634665,5.42053499927229,0,3.254,17.395,1,1
"23",2013,106190568,"Los Angeles","LEVEL II",58122,11891,"Basic",25,"Yes",960,0.204586903410068,6.86693328446188,0,11.891,58.122,1,0
"24",2013,106430763,"Santa Clara","0",43780,6820,"Basic",28,"Yes",254,0.155778894472362,5.53733426701854,0,6.82,43.78,1,1
"25",2014,106190631,"Los Angeles","0",76411,11764,"Basic",61,"Yes",8,0.153956891023544,2.07944154167984,1,11.764,76.411,1,1
"26",2013,106010739,"Alameda","0",44112,5183,"Basic",22,"Yes",43,0.117496372869061,3.76120011569356,0,5.183,44.112,1,1
"27",2013,106190524,"Los Angeles","0",19803,5706,"Basic",8,"Yes",56,0.288138160884714,4.02535169073515,0,5.706,19.803,1,1
"28",2014,106190256,"Los Angeles","0",13835,1761,"Basic",8,"Yes",2,0.127285869172389,0.693147180559945,1,1.761,13.835,1,1
"29",2013,106430705,"Santa Clara","LEVEL II",62680,9551,"Basic",33,"Yes",152,0.152377153797064,5.02388052084628,0,9.551,62.68,1,0
"30",2014,106301098,"Orange","0",42877,8096,"Basic",21,"Yes",184,0.188819180446393,5.21493575760899,1,8.096,42.877,1,1
"31",2013,106350784,"San Benito","0",16573,1559,"Basic",18,"Yes",2,0.0940686659023713,0.693147180559945,0,1.559,16.573,1,1
"32",2014,106190756,"Los Angeles","0",29625,6916,"Basic",27,"Yes",1084,0.233451476793249,6.98841318199959,1,6.916,29.625,1,1
"33",2014,106190517,"Los Angeles","0",28888,6466,"Basic",15,"Yes",218,0.223829963998892,5.38449506278909,1,6.466,28.888,1,1
"34",2014,106190385,"Los Angeles","LEVEL II",90426,8844,"Basic",32,"Yes",512,0.097803729015991,6.23832462503951,1,8.844,90.426,1,0
"35",2013,106381154,"San Francisco","0",40099,10324,"Basic",33,"Yes",807,0.257462779620439,6.69332366826995,0,10.324,40.099,1,1
"36",2014,106431506,"Santa Clara","0",56447,5833,"Basic",28,"Yes",101,0.103335872588446,4.61512051684126,1,5.833,56.447,1,1
"37",2014,106190240,"Los Angeles","0",51463,6295,"Basic",14,"Yes",1352,0.122320890737034,7.20934025660291,1,6.295,51.463,1,1
"38",2013,106190159,"Los Angeles","0",11689,2212,"Basic",8,"Yes",75,0.189237744888357,4.31748811353631,0,2.212,11.689,1,1
"39",2013,106010937,"Alameda","0",41576,8038,"Basic",31,"Yes",189,0.193332691937656,5.24174701505964,0,8.038,41.576,1,1
"40",2014,106010937,"Alameda","0",44786,8077,"Basic",31,"Yes",62,0.180346536864199,4.12713438504509,1,8.077,44.786,1,1
"41",2013,106190431,"Los Angeles","0",57032,6532,"Basic",37,"Yes",463,0.11453219245336,6.13772705408623,0,6.532,57.032,1,1
"42",2013,106214034,"Marin","0",14337,1448,"Basic",9,"Yes",124,0.100997419264839,4.82028156560504,0,1.448,14.337,1,1
"43",2014,106190812,"Los Angeles","0",61819,7923,"Basic",27,"Yes",341,0.128164480175998,5.83188247728352,1,7.923,61.819,1,1
"44",2013,106370658,"San Diego","0",49007,7427,"Basic",24,"Yes",228,0.151549778603057,5.42934562895444,0,7.427,49.007,1,1
"45",2014,106190696,"Los Angeles","0",13642,2603,"Basic",7,"Yes",203,0.190807799442897,5.31320597904179,1,2.603,13.642,1,1
"46",2014,106196035,"Los Angeles","0",78219,7283,"Basic",40,"Yes",3013,0.0931103696032933,8.0106915391303,1,7.283,78.219,1,1
"47",2014,106196403,"Los Angeles","0",95144,10141,"Basic",63,"Yes",1612,0.106585806777096,7.38523092306657,1,10.141,95.144,1,1
"48",2013,106301325,"Orange","0",14341,1795,"Basic",10,"Yes",76,0.125165609092811,4.33073334028633,0,1.795,14.341,1,1
"49",2013,106391042,"San Joaquin","0",53870,9371,"Basic",32,"Yes",468,0.173955819565621,6.14846829591765,0,9.371,53.87,1,1
"50",2013,106190298,"Los Angeles","0",27352,3146,"Basic",23,"Yes",108,0.115019011406844,4.68213122712422,0,3.146,27.352,1,1
"51",2013,106191231,"Los Angeles","0",59340,8663,"Basic",51,"Yes",87,0.145989214694978,4.46590811865458,0,8.663,59.34,1,1
"52",2013,106154108,"Kern","0",41176,4389,"Basic",19,"Yes",31,0.106591218185351,3.43398720448515,0,4.389,41.176,1,1
"53",2013,106380960,"San Francisco","0",31666,3720,"Basic",19,"Yes",544,0.117476157392787,6.29894924685594,0,3.72,31.666,1,1
"54",2014,106434153,"Santa Clara","0",67031,8002,"Basic",32,"Yes",21,0.119377601408304,3.04452243772342,1,8.002,67.031,1,1
"55",2013,106190534,"Los Angeles","0",24201,4212,"Basic",16,"Yes",172,0.174042394942358,5.14749447681345,0,4.212,24.201,1,1
"56",2014,106190687,"Los Angeles","0",41865,6995,"Basic",21,"Yes",660,0.167084676937776,6.49223983502047,1,6.995,41.865,1,1
"57",2014,106370714,"San Diego","0",109262,20465,"Basic",62,"Yes",2640,0.187302081235928,7.87853419614036,1,20.465,109.262,1,1
"58",2014,106370875,"San Diego","0",63356,10081,"Basic",44,"Yes",1025,0.15911673716775,6.93244789157251,1,10.081,63.356,1,1
"59",2013,106301258,"Orange","0",21375,1902,"Basic",10,"Yes",220,0.0889824561403509,5.39362754635236,0,1.902,21.375,1,1
"60",2013,106444013,"Santa Cruz","0",28145,2174,"Basic",14,"Yes",10,0.0772428495292237,2.30258509299405,0,2.174,28.145,1,1
"61",2013,106301248,"Orange","0",30312,6232,"Basic",20,"Yes",492,0.205595143837424,6.19847871649231,0,6.232,30.312,1,1
"62",2013,106300225,"Orange","0",29184,7234,"Basic",14,"Yes",768,0.247875548245614,6.64378973314767,0,7.234,29.184,1,1
"63",2014,106191231,"Los Angeles","0",57059,8328,"Basic",51,"Yes",1637,0.145954187770553,7.40062057737113,1,8.328,57.059,1,1
"64",2014,106301279,"Orange","LEVEL I",44380,11122,"Comprehensive",36,"Yes",320,0.250608382154123,5.76832099579377,1,11.122,44.38,0,0
"65",2014,106190636,"Los Angeles","0",59571,9514,"Basic",30,"Yes",359,0.15970858303537,5.88332238848828,1,9.514,59.571,1,1
"66",2013,106301098,"Orange","0",41331,8761,"Basic",21,"Yes",362,0.211971643560524,5.89164421182577,0,8.761,41.331,1,1
"67",2013,106190434,"Los Angeles","0",64056,5761,"Basic",53,"Yes",871,0.0899369301860872,6.7696419768525,0,5.761,64.056,1,1
"68",2014,106190432,"Los Angeles","0",59309,4630,"Basic",34,"Yes",1448,0.0780657235832673,7.27793857294566,1,4.63,59.309,1,1
"69",2013,106370744,"San Diego","LEVEL I",60085,14254,"Basic",52,"Yes",62,0.237230589997504,4.12713438504509,0,14.254,60.085,1,0
"70",2014,106301566,"Orange","LEVEL II",22321,3900,"Basic",20,"Yes",604,0.17472335468841,6.40357419793482,1,3.9,22.321,1,0
"71",2014,106190148,"Los Angeles","0",65074,12672,"Basic",44,"Yes",1,0.194732151089529,0,1,12.672,65.074,1,1
"72",2014,106391042,"San Joaquin","0",58759,10023,"Basic",36,"Yes",777,0.17057812420225,6.65544035036765,1,10.023,58.759,1,1
"73",2014,106190673,"Los Angeles","0",16848,3061,"Basic",8,"Yes",3,0.181683285849953,1.09861228866811,1,3.061,16.848,1,1
"74",2014,106391056,"San Joaquin","0",35017,2857,"Basic",14,"Yes",38,0.0815889425136362,3.63758615972639,1,2.857,35.017,1,1
"75",2013,106010846,"Alameda","LEVEL II",92078,9621,"Basic",52,"Yes",380,0.104487499728491,5.94017125272043,0,9.621,92.078,1,0
"76",2013,106150736,"Kern","LEVEL II",47517,3931,"Basic",32,"Yes",11,0.0827282867184376,2.39789527279837,0,3.931,47.517,1,0
"77",2013,106560501,"Ventura","0",7793,659,"Standby",6,"Yes",9,0.0845630694212755,2.19722457733622,0,0.659,7.793,0,1
"78",2014,106190524,"Los Angeles","0",19580,5346,"Basic",8,"Yes",21,0.273033707865169,3.04452243772342,1,5.346,19.58,1,1
"79",2013,106190878,"Los Angeles","0",51892,8206,"Basic",28,"Yes",2,0.158136128883065,0.693147180559945,0,8.206,51.892,1,1
"80",2013,106504042,"Stanislaus","0",36615,3756,"Basic",37,"Yes",1,0.102580909463335,0,0,3.756,36.615,1,1
"81",2013,106190636,"Los Angeles","0",53911,8779,"Basic",30,"Yes",307,0.162842462577211,5.7268477475872,0,8.779,53.911,1,1
"82",2014,106190568,"Los Angeles","LEVEL II",56767,9673,"Basic",25,"Yes",837,0.170398294783941,6.72982407048948,1,9.673,56.767,1,0
"83",2014,106370977,"San Diego","0",20096,2801,"Basic",17,"Yes",563,0.13938097133758,6.33327962813969,1,2.801,20.096,1,1
"84",2014,106301258,"Orange","0",21442,1739,"Basic",10,"Yes",158,0.0811025090943009,5.06259503302697,1,1.739,21.442,1,1
"85",2014,106190522,"Los Angeles","0",36183,5363,"Basic",15,"Yes",495,0.148218776773623,6.20455776256869,1,5.363,36.183,1,1
"86",2014,106300225,"Orange","0",31067,7203,"Basic",14,"Yes",161,0.231853735474941,5.08140436498446,1,7.203,31.067,1,1
"87",2013,106341006,"Sacramento","LEVEL I",59967,14788,"Comprehensive",65,"Yes",21,0.246602297930528,3.04452243772342,0,14.788,59.967,0,0
"88",2014,106380939,"San Francisco","LEVEL I",73120,15159,"Comprehensive",24,"Yes",3583,0.207316739606127,8.18395571730495,1,15.159,73.12,0,0
"89",2014,106392287,"San Joaquin","0",32073,2609,"Basic",11,"Yes",7,0.0813456801671188,1.94591014905531,1,2.609,32.073,1,1
"90",2013,106430779,"Santa Clara","0",47330,7717,"Basic",29,"Yes",29,0.163046693429115,3.36729582998647,0,7.717,47.33,1,1
"91",2013,106191450,"Los Angeles","0",39080,4672,"Basic",27,"Yes",570,0.119549641760491,6.3456363608286,0,4.672,39.08,1,1
"92",2013,106430837,"Santa Clara","0",48229,8503,"Basic",23,"Yes",180,0.176304712932053,5.19295685089021,0,8.503,48.229,1,1
"93",2014,106190382,"Los Angeles","0",34482,6041,"Basic",20,"Yes",125,0.175192854242793,4.8283137373023,1,6.041,34.482,1,1
"94",2014,106370658,"San Diego","0",52134,7645,"Basic",24,"Yes",249,0.146641347297349,5.51745289646471,1,7.645,52.134,1,1
"95",2014,106190570,"Los Angeles","0",7217,2301,"Basic",4,"Yes",1103,0.318830539005127,7.0057890192535,1,2.301,7.217,1,1
"96",2013,106370977,"San Diego","0",21744,2957,"Basic",20,"Yes",312,0.135991537895511,5.74300318780948,0,2.957,21.744,1,1
"97",2014,106190197,"Los Angeles","0",37015,3293,"Basic",14,"Yes",224,0.0889639335404566,5.41164605185504,1,3.293,37.015,1,1
"98",2013,106390923,"San Joaquin","0",33370,5043,"Basic",28,"Yes",96,0.151123763859754,4.56434819146784,0,5.043,33.37,1,1
"99",2014,106190110,"Los Angeles","0",25294,7191,"Basic",27,"Yes",254,0.284296671147308,5.53733426701854,1,7.191,25.294,1,1
"100",2013,106190812,"Los Angeles","0",61797,7808,"Basic",27,"Yes",204,0.12634917552632,5.31811999384422,0,7.808,61.797,1,1
"101",2013,106400548,"San Luis Obispo","0",32514,3466,"Basic",23,"Yes",16,0.106600233745463,2.77258872223978,0,3.466,32.514,1,1
"102",2013,106370652,"San Diego","0",24219,4552,"Basic",16,"Yes",689,0.187951608241463,6.53524127101366,0,4.552,24.219,1,1
"103",2014,106370782,"San Diego","LEVEL I",43142,7388,"Comprehensive",36,"Yes",1091,0.171248435399379,6.99484998583307,1,7.388,43.142,0,0
"104",2013,106301342,"Orange","0",63436,7660,"Basic",36,"Yes",19,0.120751623683713,2.94443897916644,0,7.66,63.436,1,1
"105",2013,106394009,"San Joaquin","0",23294,919,"Basic",10,"Yes",5,0.0394522194556538,1.6094379124341,0,0.919,23.294,1,1
"106",2013,106196405,"Los Angeles","0",52634,6412,"Basic",35,"Yes",265,0.121822396169776,5.57972982598622,0,6.412,52.634,1,1
"107",2013,106420493,"Santa Barbara","0",66684,5682,"Basic",32,"Yes",4,0.0852078459600504,1.38629436111989,0,5.682,66.684,1,1
"108",2013,106301279,"Orange","LEVEL I",41426,10769,"Comprehensive",36,"Yes",826,0.259957514604355,6.71659477352098,0,10.769,41.426,0,0
"109",2014,106380929,"San Francisco","0",27430,7490,"Basic",19,"Yes",296,0.273058694859643,5.69035945432406,1,7.49,27.43,1,1
"110",2014,106301140,"Orange","0",9028,1010,"Basic",8,"Yes",5,0.111874169251218,1.6094379124341,1,1.01,9.028,1,1
"111",2014,106301340,"Orange","0",77950,9701,"Basic",53,"Yes",434,0.124451571520205,6.07304453410041,1,9.701,77.95,1,1
"112",2014,106374141,"San Diego","0",24845,4952,"Basic",32,"Yes",560,0.199315757697726,6.32793678372919,1,4.952,24.845,1,1
"113",2013,106370759,"San Diego","0",32705,6584,"Basic",20,"Yes",4,0.201314783672221,1.38629436111989,0,6.584,32.705,1,1
"114",2014,106374382,"San Diego","0",51582,9376,"Basic",52,"Yes",848,0.181768834089411,6.7428806357919,1,9.376,51.582,1,1
"115",2013,106304045,"Orange","0",29425,4317,"Basic",14,"Yes",114,0.146711979609176,4.7361984483945,0,4.317,29.425,1,1
"116",2014,106190400,"Los Angeles","LEVEL II",60721,14565,"Basic",50,"Yes",385,0.239867591113453,5.95324333428778,1,14.565,60.721,1,0
"117",2014,106190159,"Los Angeles","0",12952,2741,"Basic",8,"Yes",1096,0.211627547869055,6.99942246750796,1,2.741,12.952,1,1
"118",2013,106190432,"Los Angeles","0",55711,5937,"Basic",34,"Yes",1636,0.106567823230601,7.40000951716269,0,5.937,55.711,1,1
"119",2013,106190521,"Los Angeles","0",35389,7624,"Basic",10,"Yes",97,0.215434174460991,4.57471097850338,0,7.624,35.389,1,1
"120",2013,106190796,"Los Angeles","LEVEL I",42016,8907,"Comprehensive",33,"Yes",4,0.211990670220868,1.38629436111989,0,8.907,42.016,0,0
"121",2013,106190280,"Los Angeles","0",9374,1897,"Basic",8,"Yes",4,0.202368252613612,1.38629436111989,0,1.897,9.374,1,1
"122",2013,106190818,"Los Angeles","0",20119,3364,"Basic",13,"Yes",797,0.167205129479596,6.68085467879022,0,3.364,20.119,1,1
"123",2014,106370744,"San Diego","LEVEL I",65134,13907,"Basic",52,"Yes",34,0.21351367949151,3.52636052461616,1,13.907,65.134,1,0
"124",2014,106300032,"Orange","0",69537,5845,"Basic",31,"Yes",2,0.0840559702029136,0.693147180559945,1,5.845,69.537,1,1
"125",2014,106190555,"Los Angeles","LEVEL I",87061,21228,"Basic",51,"Yes",97,0.24382903940915,4.57471097850338,1,21.228,87.061,1,0
"126",2014,106240924,"Merced","0",30727,773,"Basic",9,"Yes",7,0.0251570280209588,1.94591014905531,1,0.773,30.727,1,1
"127",2013,106560529,"Ventura","0",49211,5544,"Basic",20,"Yes",179,0.112657739123367,5.18738580584075,0,5.544,49.211,1,1
"128",2014,106190392,"Los Angeles","0",34291,4917,"Basic",12,"Yes",1614,0.143390393980928,7.38647084882989,1,4.917,34.291,1,1
"129",2014,106301175,"Orange","0",45920,5881,"Basic",25,"Yes",50,0.128070557491289,3.91202300542815,1,5.881,45.92,1,1
"130",2013,106382715,"San Francisco","0",6121,1442,"Standby",5,"Yes",1663,0.235582421173011,7.41637847919293,0,1.442,6.121,0,1
"131",2014,106304045,"Orange","0",31707,4141,"Basic",14,"Yes",111,0.130602075251522,4.70953020131233,1,4.141,31.707,1,1
"132",2014,106190949,"Los Angeles","LEVEL II",67566,9825,"Basic",36,"Yes",259,0.145413373590267,5.55682806169954,1,9.825,67.566,1,0
"133",2014,106370694,"San Diego","LEVEL II",81005,13412,"Basic",52,"Yes",176,0.165570026541572,5.17048399503815,1,13.412,81.005,1,0
"134",2013,106560508,"Ventura","0",19589,2423,"Basic",14,"Yes",134,0.123691867885038,4.89783979995091,0,2.423,19.589,1,1
"135",2013,106190352,"Los Angeles","0",17321,1937,"Basic",9,"Yes",203,0.111829571040933,5.31320597904179,0,1.937,17.321,1,1
"136",2014,106380965,"San Francisco","0",16990,2237,"Basic",13,"Yes",192,0.131665685697469,5.25749537202778,1,2.237,16.99,1,1
"137",2013,106190500,"Los Angeles","0",21815,2820,"Basic",15,"Yes",584,0.129268851707541,6.36990098282823,0,2.82,21.815,1,1
"138",2013,106301317,"Orange","0",34742,8082,"Basic",31,"Yes",308,0.232629094467791,5.73009978297357,0,8.082,34.742,1,1
"139",2013,106150722,"Kern","0",69436,8880,"Basic",36,"Yes",55,0.127887551126217,4.00733318523247,0,8.88,69.436,1,1
"140",2014,106190081,"Los Angeles","0",29162,3093,"Basic",16,"Yes",471,0.106062684315205,6.15485809401642,1,3.093,29.162,1,1
"141",2014,106440755,"Santa Cruz","0",45738,8120,"Basic",24,"Yes",97,0.177532904805632,4.57471097850338,1,8.12,45.738,1,1
"142",2014,106190796,"Los Angeles","LEVEL I",43945,8964,"Comprehensive",33,"Yes",3242,0.203982250540448,8.08394570229562,1,8.964,43.945,0,0
"143",2014,106444013,"Santa Cruz","0",29381,2543,"Basic",14,"Yes",8,0.0865525339505122,2.07944154167984,1,2.543,29.381,1,1
"144",2013,106560521,"Ventura","0",15466,1143,"Basic",9,"Yes",2,0.0739040475882581,0.693147180559945,0,1.143,15.466,1,1
"145",2014,106304409,"Orange","0",57057,6769,"Basic",36,"Yes",48,0.118635750214698,3.87120101090789,1,6.769,57.057,1,1
"146",2013,106190243,"Los Angeles","0",52376,6980,"Basic",22,"Yes",2,0.13326714525737,0.693147180559945,0,6.98,52.376,1,1
"147",2014,106301188,"Orange","0",15493,2297,"Basic",11,"Yes",197,0.148260504744078,5.28320372873799,1,2.297,15.493,1,1
"148",2013,106190315,"Los Angeles","0",24518,5821,"Basic",21,"Yes",522,0.237417407618892,6.25766758788264,0,5.821,24.518,1,1
"149",2014,106190859,"Los Angeles","0",48340,6940,"Basic",30,"Yes",79,0.143566404633844,4.36944785246702,1,6.94,48.34,1,1
"150",2014,106301248,"Orange","0",31621,5825,"Basic",20,"Yes",476,0.18421302299105,6.16541785423142,1,5.825,31.621,1,1
